"Permit Number","Status","Street Number","Street Name","Street Suffix","Post-direction","City","State","ZIP code","Added Date","Issue Date","Final Date","Building Area","Declared Valuation","Description","Application Type","Work Type","Use Code","Pre-direction","Location"
"1029326","Finaled","15606","HACKNEY","LN",,"SILVER SPRING","MD","20906","04/27/2023","06/26/2023","08/14/2023","140","$50,000.00","Remodel existing Sunroom with new windows, a door and new vaulted ceiling NEW 140&nbsp;sf /&nbsp;ALT 80 sf&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","TOWNHOUSE",,"POINT (-77.07208903399999 39.10982300500007)"
"1034716","Finaled","3225","BEAVERWOOD","LN",,"SILVER SPRING","MD","20906","06/16/2023","06/21/2023","08/02/2023","315","$16,000.00","Customer Wants To Use ePlans,Install (21) roof - mounted solar panels, 7.04kW","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.06489300199996 39.08733901100004)"
"1020351","Finaled","9825","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/24/2023","10/04/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19769 39.185515)"
"1024156","Finaled","19762","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/18/2023","01/09/2024","1,959","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1024164","Stop Work","19746","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/20/2023","01/09/2024","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1034853","Finaled","8010","GROVE","ST",,"SILVER SPRING","MD","20910","06/19/2023","06/22/2023","07/06/2023","252","$12,000.00","Customer Wants To Use ePlans,Install 12 panel 4.8kW roof mounted solar PV system","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.02207103199999 38.99051000800006)"
"1062070","Finaled","4414","PIKA","ALY",,"BOYDS","MD","20841","03/08/2024","03/21/2024","09/24/2024","1,932","$106,260.00","Customer Wants To Use ePlans,construct new mpdu th from pure model 1038302 - Elevation 2, 3 bedrooms, 2 full baths, 1 half bath, 1 car garage.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.309428 39.1927697)"
"1045508","Finaled","2128","DARCY GREEN","PL",,"SILVER SPRING","MD","20902","09/29/2023","10/05/2023","10/31/2023","210","$10,000.00","Customer Wants To Use ePlans,Install 10 panel 4.0kW roof mounted solar PV system","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.047106017 39.016942004)"
"1012506","Stop Work",,,,,,,,"11/07/2022","12/19/2022",,"3,076","$300,000.00","Customer Wants To Use ePlans,PURE Model BLAKE END UNIT REVERSETHERMOPLY OPTION FOR WALL BRACING 3076 for 42' house with all options customer had 2793","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"1013666","Stop Work",,,,,,,,"11/18/2022","12/19/2022",,"2,970","$300,000.00","Customer Wants To Use ePlans,PURE MODEL CLIFTON END REVERRSE- THERMO PLY AS WALL BRACING OPTION 2970 sq ft customer had 2770 m. stup","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"1009511","Finaled","12914","GRIFFIN","CIR",,"CLARKSBURG","MD","20871","10/11/2022","11/21/2022","06/21/2023","1,886","$182,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24512369999997 39.22905360000004)"
"1024165","Finaled","19742","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/25/2023","01/09/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1032153","Finaled","610","ETHAN ALLEN","AVE",,"TAKOMA PARK","MD","20912","05/23/2023","06/22/2023","09/15/2023","1,400","$25,000.00","work to be done will consist of reflooring, tile and painting. the renovation will be approximately 1000 sq. ft of the home. add new outlet covers and switches/ plates to already existing outlets and switches.","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-76.995680023 38.975994018)"
"1099645","Finaled","14935","DISPATCH","ST",,"ROCKVILLE","MD","20850","01/08/2025","02/18/2025","08/18/2025","3,611","$300,000.00","Customer Wants To Use ePlans,Site-specific Seneca II model on lot 28F.MIXED WORK TYPE:&nbsp; NEW 3611sf, DECK 200sf.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.20634 39.10028)"
"1018061","Finaled","9737","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/10/2023","02/27/2023","06/20/2023","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19624396299997 39.18521399100007)"
"1026688","Finaled","19813","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","04/03/2023","05/10/2023","10/05/2023","2,176","$90,000.00","Customer Wants To Use ePlans. NEW TH.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1004484","Finaled","14709","LINDSEY","LN",,"SILVER SPRING","MD","20906","08/22/2022","06/22/2023","05/07/2024","500","$25,000.00","Customer Wants To Use ePlans Interior work only,CONDITIONING GARAGE SPACE TO HABITABLE SPACE. REPLACING EXSISTING GARAGE DOORS FORN GLASS ACCORDIAN DOORS.HOMEOWNER BOUGHT HOUSE WITH GARAGE ALREADY CONVERTED TO LIVING SPACE.  500 sq. ft  customer had 440 m. stup","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.06587402 39.095554994)"
"1025805","Finaled","6006","STONEHENGE","PL",,"ROCKVILLE","MD","20852","03/24/2023","04/20/2023","04/04/2024","1,800","$144,012.00","Customer Wants To Use ePlans,Replace damaged floor joist, subfloor, flooring, part of wall framing, insulation, siding, windows, interior finishes damaged by fire/ water. All repairs to original condition.1800 sq, ft altcustomer had 0m. stup","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.122779012 39.051912981)"
"1018059","Finaled","9739","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/10/2023","03/01/2023","06/21/2023","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19631998699998 39.185198987000035)"
"1014979","Finaled","19541","SOL","PL",,"GAITHERSBURG","MD","20879","12/05/2022","01/10/2023","06/21/2023","2,376","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.1939 39.17612)"
"1024155","Finaled","19764","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/18/2023","01/10/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1023214","Finaled","22105","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","03/01/2023","04/12/2023","10/06/2023","3,844","$300,000.00","Customer Wants To Use ePlans,Lot 35 As Cabin Branch; Seneca Interior Unit with LOFT","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.282908986 39.218251011)"
"1035367","Issued","26401","SIR JAMIE","TER",,"DAMASCUS","MD","20872","06/22/2023","08/02/2023",,"265","$2,000.00","SALES OFFICE IN GARAGEu/o 394955","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.2049921 39.2826721)"
"1009055","Finaled","22221","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","10/05/2022","10/26/2022","06/22/2023","3,284","$300,000.00","Customer Wants To Use ePlans,Lot 16 AR, Cabin Branch, Seneca End townhouse, no loft.3284 sq ftcustomer had 3300m. stup","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.28379233699997 39.21941876900007)"
"1009056","Finaled","22219","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","10/05/2022","12/05/2022","06/22/2023","3,297","$300,000.00","Customer Wants To Use ePlans,Lot 17 AR, Cabin Branch, Seneca Interior townhouse, no loft.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.28378410499994 39.21940337800004)"
"1009061","Finaled","22215","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","10/05/2022","12/06/2022","06/22/2023","3,311","$300,000.00","Customer Wants To Use ePlans,Lot 19 AR, Cabin Branch, Seneca Interior townhouse, no loft.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.28376764099994 39.21937259600003)"
"1009062","Finaled","22211","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","10/05/2022","12/06/2022","06/22/2023","3,300","$300,000.00","Customer Wants To Use ePlans,Lot 20 AR, Cabin Branch, Seneca Interior townhouse, no loft.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.28375117599995 39.219341814000074)"
"1018303","Finaled","9747","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/12/2023","02/27/2023","06/22/2023","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19657798199995 39.185175979000064)"
"1017511","Finaled","19721","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","01/04/2023","02/10/2023","06/22/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17618999999996 39.18638000000004)"
"1035338","Finaled","20200","WATERSIDE","DR",,"GERMANTOWN","MD","20874","06/22/2023","08/10/2023","09/20/2023","246","$11,000.00","Tearing down existing deck and building new deck with existing footprint. Adding an additional support beam to make free standing and adding 42� wide stairs off the right of the deck if looking at the house from the back yard. 246 sq. ft. did not count stairs customer had 210 m. stup","BUILDING RESIDENTIAL PERMIT","ADD","TOWNHOUSE",,"POINT (-77.277053975 39.187767999)"
"1020355","Finaled","9831","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/31/2023","10/06/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1064991","Finaled","9451","TALL OAKS","CT",,"MONTGOMERY VILLAGE","MD","20886","04/01/2024","05/22/2024","11/19/2024","1,737","$90,000.00","Customer Wants To Use ePlans,New TH Lot 40 Block GHOUSE- 1737DECK- 30CUSTOMER 8HAD 172","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19903 39.1824)"
"1029205","Finaled","14921","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/23/2023","01/02/2024","2,856","$300,000.00","Customer Wants To Use ePlans,Lot 28E The Grove (PSTA); site-specific 20' Westmore townhouse.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1018302","Finaled","9745","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/12/2023","03/02/2023","06/23/2023","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19655602099994 39.18510699600006)"
"1029206","Finaled","14923","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/23/2023","01/02/2024","2,415","$300,000.00","Customer Wants To Use ePlans,Lot 29E The Grove (PSTA); site-specific 20' Westmore townhouse. No Deck.----12/22/23-SEE LOG NOTES =INSPECTOR VIRTS CONFIRMED THERE """"IS"""" A DECK FOR THIS HOUSE - DECK FEE ADDED&nbsp;12/22/23- AND IS DUE***&nbsp; (R MASON)&nbsp;&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1029235","Finaled","14935","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/23/2023","12/15/2023","2,400","$300,000.00","Customer Wants To Use ePlans,Lot 35E The Grove (PSTA); site-specific 20' Westmore townhouse.Mixed work type permit.  NEW CONSTRUCTION 2400 square feet//DECK 152 square feet&nbsp; [PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1030290","Finaled","7220","GREENTREE","RD",,"BETHESDA","MD","20817","05/05/2023","06/23/2023","07/28/2023","308","$10,000.00","Build 22x14 rear deck and change double window to a patio door","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.14691201999995 39.016319019000036)"
"1065451","Finaled","4926","GENOME","ALY",,"ROCKVILLE","MD","20850","04/04/2024","04/23/2024","10/30/2024","2,993","$300,000.00","Customer Wants To Use ePlans,Site-specific Westmore with deck on lot 32D.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"1023211","Finaled","22109","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","03/01/2023","04/14/2023","10/09/2023","3,100","$300,000.00","Customer Wants To Use ePlans,Lot 33 AS Cabin Branch; Seneca END unitMixed work type permit.NEW CONSTRUCTION 3100 square feetDECK 200 square feet[PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.282977969 39.218379003)"
"1024157","Stop Work","19760","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/20/2023","01/11/2024","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1024158","Stop Work","19758","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/17/2023","01/11/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1020350","Finaled","9821","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/24/2023","10/09/2023","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1020356","Finaled","9833","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/31/2023","10/09/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1046481","Finaled","26220","QUEENS GROVE","TER",,"DAMASCUS","MD","20872","10/09/2023","10/30/2023","03/26/2024","2,949","$300,000.00","Customer Wants To Use ePlans,Reserve at Damascus Lot 20 Clifton Std refer to 1006387","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2049921 39.2826721)"
"1046460","Finaled","9502","NATURE","TRL",,"MONTGOMERY VILLAGE","MD","20886","10/09/2023","11/30/2023","07/18/2024","1,986","$90,000.00","Customer Wants To Use ePlans,NEW TH Lot 51 Block M1986 sq. ft  customer had 1656","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2001797 39.1714148)"
"1005657","Finaled","22903","MATER","WAY",,"CLARKSBURG","MD","20871","09/01/2022","11/08/2022","06/26/2023","2,511","$262,000.00","Customer Wants To Use ePlans,Build THMixed work type permit.NEW CONSTRUCTION 2511 square feetDECK 78 square feet[PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24512369999997 39.22905360000004)"
"1029207","Finaled","14925","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/26/2023","01/02/2024","2,834","$300,000.00","Customer Wants To Use ePlans,Lot 30E The Grove (PSTA); site-specific 20' Westmore townhouse.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1046557","Stop Work","9554","NATURE","TRL",,"MONTGOMERY VILLAGE","MD","20886","10/09/2023","02/09/2024","08/12/2024","2,376","$90,000.00","Customer Wants To Use ePlans,NEW TH Lot 30 Block M","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2001797 39.1714148)"
"1005658","Finaled","22905","MATER","WAY",,"CLARKSBURG","MD","20871","09/01/2022","11/07/2022","06/26/2023","2,511","$257,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24512369999997 39.22905360000004)"
"1029234","Finaled","14933","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/26/2023","12/15/2023","2,864","$300,000.00","Customer Wants To Use ePlans,Lot 34E The Grove (PSTA); site-specific 20' Westmore townhouse. APPLICANT REFLECTED 2864 CORRECT SQUARE FOOTAGE 2799DECK 160&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1029233","Finaled","14931","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/26/2023","12/20/2023","2,400","$300,000.00","Customer Wants To Use ePlans,Lot 33E The Grove (PSTA); site-specific 20' Westmore townhouse.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1046495","Finaled","26214","QUEENS GROVE","TER",,"DAMASCUS","MD","20872","10/09/2023","11/01/2023","03/14/2024","2,949","$300,000.00","Customer Wants To Use ePlans,Reverse at Damascus lot 23 Clifton.  Model Home/Referback 1013666EV CHARGER REQUIRED","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2049921 39.2826721)"
"1029231","Finaled","14927","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/26/2023","12/18/2023","2,430","$300,000.00","Customer Wants To Use ePlans,Lot 31E The Grove (PSTA); site-specific 20' Westmore townhouse.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1029232","Finaled","14929","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/26/2023","12/19/2023","2,849","$300,000.00","Customer Wants To Use ePlans,Lot 32E The Grove (PSTA); site-specific 20' Westmore townhouse.Mixed work type permit.NEW CONSTRUCTION 2849 square feetDECK 152 square feet[PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1029237","Issued","14937","SWAT","ST",,"ROCKVILLE","MD","20850","04/26/2023","06/26/2023",,"3,023","$300,000.00","Customer Wants To Use ePlans,Lot 36E The Grove (PSTA); site-specific 20' Westmore townhouse.3023 SQ. FT   2871 HOUSE/ 152 DECKCUSTOMER HAD 2871M. STUP","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.15069499999998 39.08509000000004)"
"1005656","Finaled","22901","MATER","WAY",,"CLARKSBURG","MD","20871","09/01/2022","11/08/2022","06/26/2023","2,511","$270,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24512369999997 39.22905360000004)"
"1046456","Finaled","9506","NATURE","TRL",,"MONTGOMERY VILLAGE","MD","20886","10/09/2023","11/29/2023","07/18/2024","1,983","$90,000.00","Customer Wants To Use ePlans,NEW TH Lot 49 Block M&nbsp; NO DECK INCLUDED","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2001797 39.1714148)"
"1046458","Finaled","9504","NATURE","TRL",,"MONTGOMERY VILLAGE","MD","20886","10/09/2023","11/28/2023","07/18/2024","2,219","$90,000.00","Customer Wants To Use ePlans,NEW TH Lot 50 Block M","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2001797 39.1714148)"
"1046489","Finaled","26218","QUEENS GROVE","TER",,"DAMASCUS","MD","20872","10/09/2023","10/31/2023","03/26/2024","1,731","$250,000.00","Customer Wants To Use ePlans,Reserve at Damascus lot 21 Brookville MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2049921 39.2826721)"
"1055703","Issued","12304","HERRINGTON MANOR","DR",,"SILVER SPRING","MD","20904","01/11/2024","01/18/2024",,"30","$800.00","Customer Wants To Use ePlans Interior work only,alter window- NOT APPROVED FOR ADU","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-76.953412014 39.058559998)"
"1017512","Finaled","19719","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","01/04/2023","02/08/2023","06/27/2023","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17618999999996 39.18638000000004)"
"1017513","Finaled","19717","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","01/04/2023","02/09/2023","06/27/2023","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19769 39.185515)"
"1031325","Issued",,,,,,,,"05/16/2023","07/24/2023",,"2,574","$155,340.00","Customer Wants To Use ePlans,Frankton Interior Unit, masterfile. 3 level, 2 car garageHOUSE 2380BAY BUMP OUTS 17 EACHDECK 1602574CUSTOMER HAD 2589M. STUP","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"1046698","Open","4867","CHEVY CHASE","DR",,"CHEVY CHASE","MD","20815","10/10/2023",,,"453","$85,401.00","Customer Wants To Use ePlans  Interior work only,Remodel Existing Guest Bath, Primary Bath
Reconfigure Laundry Room and Basement Bath","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.096828975 38.97725298)"
"1017514","Finaled","19715","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","01/04/2023","02/09/2023","06/28/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17618999999996 39.18638000000004)"
